id,ano,produto,volume,linha,categoria_produto,subcategoria_produto,nivel_produto,eh_agregado
57,2011,  Vinho acetificado,983700,Outros,Derivados,Vinagre,3,False
58,2011,  Vinho base para espumantes,0,Outros,Vinho,Produto Final,3,False
59,2011,  Vinho composto,662965,Outros,Vinho,Produto Final,3,False
60,2011,  Vinho licoroso,593486,Outros,Vinho,Produto Final,3,False
61,2011,  Vinho leve,0,Outros,Vinho,Produto Final,3,False
62,2011,  Vinho gaseificado,0,Outros,Vinho,Produto Final,3,False
1,2012,VINHO DE MESA,206969571,,Vinho,Vinho de Mesa,1,True
2,2012,  Tinto,173964776,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
3,2012,  Rosado,1738134,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
4,2012,  Branco,31266661,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
5,2012,VINHO  FINO DE MESA,22469950,,Vinho,Vinifera,1,True
6,2012,  Tinto,15443016,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
7,2012,  Rosado,150806,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
8,2012,  Branco,6876128,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
9,2012,VINHO FRIZANTE,1605767,,Vinho,Produto Final,3,False
10,2012,VINHO ORGÂNICO,0,,Vinho,Organico,3,False
11,2012,VINHO ESPECIAL,239,,Vinho,Especial,1,True
12,2012,  Tinto,239,Vinho Especial,Vinho,Vinho de Mesa,3,False
13,2012,  Rosado,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
14,2012,  Branco,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
15,2012,ESPUMANTES ,14889147,,Espumante,Produto Final,3,False
16,2012,  Espumante  Moscatel,3610289,Espumantes,Espumante,Produto Final,3,False
17,2012,  Espumante,11278858,Espumantes,Espumante,Produto Final,3,False
18,2012,  Espumante Orgânico,0,Espumantes,Espumante,Produto Final,3,False
19,2012,SUCO DE UVAS,53832204,,Suco,Suco de Uva,1,True
20,2012,  Suco Natural Integral,0,Sucos,Suco,Suco de Uva,3,False
21,2012,  Suco Adoçado,0,Sucos,Suco,Suco de Uva,3,False
22,2012,  Suco Reprocessado/reconstituido,0,Sucos,Suco,Suco de Uva,3,False
23,2012,  Suco Orgânico,0,Sucos,Suco,Suco de Uva,3,False
24,2012,  Outros sucos de uvas,0,Sucos,Suco,Suco de Uva,3,False
25,2012,SUCO DE UVAS CONCENTRADO,33529324,,Suco,Suco de Uva,3,False
26,2012,OUTROS PRODUTOS COMERCIALIZADOS,30316511,,Outros,Outros Produtos,1,True
27,2012,  Outros vinhos (sem informação detalhada),0,Outros,Vinho,Produto Final,3,False
28,2012,"  Agrin (fermentado, acetico misto)",5311258,Outros,Derivados,Derivados Industriais,2,False
29,2012,  Aguardente de vinho 50°gl,0,Outros,Vinho,Produto Final,3,False
30,2012,  Alcool vinico,0,Outros,Destilado,Produto Final,3,False
31,2012,  Bagaceira (graspa),14710,Outros,Destilado,Produto Final,3,False
32,2012,  Base champenoise champanha,42671,Outros,Espumante,Base,2,False
33,2012,  Base charmat champanha,46518,Outros,Espumante,Base,2,False
34,2012,  Base espumante moscatel,25921,Outros,Espumante,Base,2,False
35,2012,  Bebida de uva,261223,Outros,Suco,Suco de Uva,3,False
36,2012,  Borra líquida,21980,Outros,Derivados,Derivados Industriais,2,False
37,2012,  Borra seca,89000,Outros,Derivados,Derivados Industriais,2,False
38,2012,  Brandy (conhaque),5495,Outros,Destilado,Produto Final,3,False
39,2012,  Cooler,4258333,Outros,Outros,Bebidas Mistas,3,False
40,2012,  Coquetel com vinho,907199,Outros,Outros,Bebidas Mistas,3,False
41,2012,  Destilado de vinho,30000,Outros,Vinho,Produto Final,3,False
42,2012,  Filtrado doce,7108554,Outros,Derivados,Derivados Industriais,2,False
43,2012,  Jeropiga,55050,Outros,Mosto,Intermediario,2,False
44,2012,  Mistelas,5097,Outros,Mosto,Intermediario,2,False
45,2012,  Mosto concentrado,0,Outros,Mosto,Intermediario,2,False
46,2012,  Mosto de uva,29304,Outros,Mosto,Intermediario,2,False
47,2012,  Mosto sulfitado,0,Outros,Mosto,Intermediario,2,False
48,2012,  Nectar de uva,5644055,Outros,Suco,Suco de Uva,3,False
49,2012,  Outros produtos,484205,Outros,Outros,Outros Produtos,1,True
50,2012,  Polpa de uva,1995839,Outros,Suco,Suco de Uva,3,False
51,2012,  Preparado líquido para refresco,613313,Outros,Suco,Suco de Uva,3,False
52,2012,  Refrigerante +50% suco,0,Outros,Suco,Suco de Uva,3,False
53,2012,  Sangria,73590,Outros,Outros,Bebidas Mistas,3,False
54,2012,  Vinagre balsamico,102259,Outros,Derivados,Vinagre,3,False
55,2012,  Vinagre duplo,1208132,Outros,Derivados,Vinagre,3,False
56,2012,  Vinagre simples,4027358,Outros,Derivados,Vinagre,3,False
57,2012,  Vinho acetificado,2110450,Outros,Derivados,Vinagre,3,False
58,2012,  Vinho base para espumantes,0,Outros,Vinho,Produto Final,3,False
59,2012,  Vinho composto,510914,Outros,Vinho,Produto Final,3,False
60,2012,  Vinho licoroso,645341,Outros,Vinho,Produto Final,3,False
61,2012,  Vinho leve,0,Outros,Vinho,Produto Final,3,False
62,2012,  Vinho gaseificado,0,Outros,Vinho,Produto Final,3,False
1,2013,VINHO DE MESA,221590810,,Vinho,Vinho de Mesa,1,True
2,2013,  Tinto,188033494,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
3,2013,  Rosado,1777648,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
4,2013,  Branco,31779668,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
5,2013,VINHO  FINO DE MESA,27912934,,Vinho,Vinifera,1,True
6,2013,  Tinto,19121750,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
7,2013,  Rosado,214269,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
8,2013,  Branco,8576915,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
9,2013,VINHO FRIZANTE,1764851,,Vinho,Produto Final,3,False
10,2013,VINHO ORGÂNICO,0,,Vinho,Organico,3,False
11,2013,VINHO ESPECIAL,2257,,Vinho,Especial,1,True
12,2013,  Tinto,2257,Vinho Especial,Vinho,Vinho de Mesa,3,False
13,2013,  Rosado,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
14,2013,  Branco,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
15,2013,ESPUMANTES ,15978504,,Espumante,Produto Final,3,False
16,2013,  Espumante  Moscatel,3783531,Espumantes,Espumante,Produto Final,3,False
17,2013,  Espumante,12194973,Espumantes,Espumante,Produto Final,3,False
18,2013,  Espumante Orgânico,0,Espumantes,Espumante,Produto Final,3,False
19,2013,SUCO DE UVAS,75973297,,Suco,Suco de Uva,1,True
20,2013,  Suco Natural Integral,0,Sucos,Suco,Suco de Uva,3,False
21,2013,  Suco Adoçado,0,Sucos,Suco,Suco de Uva,3,False
22,2013,  Suco Reprocessado/reconstituido,0,Sucos,Suco,Suco de Uva,3,False
23,2013,  Suco Orgânico,0,Sucos,Suco,Suco de Uva,3,False
24,2013,  Outros sucos de uvas,0,Sucos,Suco,Suco de Uva,3,False
25,2013,SUCO DE UVAS CONCENTRADO,38369914,,Suco,Suco de Uva,3,False
26,2013,OUTROS PRODUTOS COMERCIALIZADOS,36841561,,Outros,Outros Produtos,1,True
27,2013,  Outros vinhos (sem informação detalhada),0,Outros,Vinho,Produto Final,3,False
28,2013,"  Agrin (fermentado, acetico misto)",56936,Outros,Derivados,Derivados Industriais,2,False
29,2013,  Aguardente de vinho 50°gl,0,Outros,Vinho,Produto Final,3,False
30,2013,  Alcool vinico,0,Outros,Destilado,Produto Final,3,False
31,2013,  Bagaceira (graspa),17075,Outros,Destilado,Produto Final,3,False
32,2013,  Base champenoise champanha,27078,Outros,Espumante,Base,2,False
33,2013,  Base charmat champanha,97260,Outros,Espumante,Base,2,False
34,2013,  Base espumante moscatel,26483,Outros,Espumante,Base,2,False
35,2013,  Bebida de uva,291188,Outros,Suco,Suco de Uva,3,False
36,2013,  Borra líquida,22000,Outros,Derivados,Derivados Industriais,2,False
37,2013,  Borra seca,62825,Outros,Derivados,Derivados Industriais,2,False
38,2013,  Brandy (conhaque),6276,Outros,Destilado,Produto Final,3,False
39,2013,  Cooler,4028017,Outros,Outros,Bebidas Mistas,3,False
40,2013,  Coquetel com vinho,806955,Outros,Outros,Bebidas Mistas,3,False
41,2013,  Destilado de vinho,24838,Outros,Vinho,Produto Final,3,False
42,2013,  Filtrado doce,6685648,Outros,Derivados,Derivados Industriais,2,False
43,2013,  Jeropiga,94860,Outros,Mosto,Intermediario,2,False
44,2013,  Mistelas,1655,Outros,Mosto,Intermediario,2,False
45,2013,  Mosto concentrado,0,Outros,Mosto,Intermediario,2,False
46,2013,  Mosto de uva,325562,Outros,Mosto,Intermediario,2,False
47,2013,  Mosto sulfitado,0,Outros,Mosto,Intermediario,2,False
48,2013,  Nectar de uva,5347775,Outros,Suco,Suco de Uva,3,False
49,2013,  Outros produtos,529274,Outros,Outros,Outros Produtos,1,True
50,2013,  Polpa de uva,1981851,Outros,Suco,Suco de Uva,3,False
51,2013,  Preparado líquido para refresco,623481,Outros,Suco,Suco de Uva,3,False
52,2013,  Refrigerante +50% suco,0,Outros,Suco,Suco de Uva,3,False
53,2013,  Sangria,76039,Outros,Outros,Bebidas Mistas,3,False
54,2013,  Vinagre balsamico,122749,Outros,Derivados,Vinagre,3,False
55,2013,  Vinagre duplo,3233270,Outros,Derivados,Vinagre,3,False
56,2013,  Vinagre simples,8049936,Outros,Derivados,Vinagre,3,False
57,2013,  Vinho acetificado,3154800,Outros,Derivados,Vinagre,3,False
58,2013,  Vinho base para espumantes,0,Outros,Vinho,Produto Final,3,False
59,2013,  Vinho composto,595513,Outros,Vinho,Produto Final,3,False
60,2013,  Vinho licoroso,609153,Outros,Vinho,Produto Final,3,False
61,2013,  Vinho leve,0,Outros,Vinho,Produto Final,3,False
62,2013,  Vinho gaseificado,0,Outros,Vinho,Produto Final,3,False
1,2014,VINHO DE MESA,206404427,,Vinho,Vinho de Mesa,1,True
2,2014,  Tinto,178250072,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
3,2014,  Rosado,1419855,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
4,2014,  Branco,26734500,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
5,2014,VINHO  FINO DE MESA,20424983,,Vinho,Vinifera,1,True
6,2014,  Tinto,15354938,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
7,2014,  Rosado,164219,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
8,2014,  Branco,4905826,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
9,2014,VINHO FRIZANTE,1893469,,Vinho,Produto Final,3,False
10,2014,VINHO ORGÂNICO,0,,Vinho,Organico,3,False
11,2014,VINHO ESPECIAL,7231,,Vinho,Especial,1,True
12,2014,  Tinto,7231,Vinho Especial,Vinho,Vinho de Mesa,3,False
13,2014,  Rosado,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
14,2014,  Branco,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
15,2014,ESPUMANTES ,17191075,,Espumante,Produto Final,3,False
16,2014,  Espumante  Moscatel,4588465,Espumantes,Espumante,Produto Final,3,False
17,2014,  Espumante,12602610,Espumantes,Espumante,Produto Final,3,False
18,2014,  Espumante Orgânico,0,Espumantes,Espumante,Produto Final,3,False
19,2014,SUCO DE UVAS,88013377,,Suco,Suco de Uva,1,True
20,2014,  Suco Natural Integral,0,Sucos,Suco,Suco de Uva,3,False
21,2014,  Suco Adoçado,0,Sucos,Suco,Suco de Uva,3,False
22,2014,  Suco Reprocessado/reconstituido,0,Sucos,Suco,Suco de Uva,3,False
23,2014,  Suco Orgânico,0,Sucos,Suco,Suco de Uva,3,False
24,2014,  Outros sucos de uvas,0,Sucos,Suco,Suco de Uva,3,False
25,2014,SUCO DE UVAS CONCENTRADO,39359935,,Suco,Suco de Uva,3,False
26,2014,OUTROS PRODUTOS COMERCIALIZADOS,34963296,,Outros,Outros Produtos,1,True
27,2014,  Outros vinhos (sem informação detalhada),0,Outros,Vinho,Produto Final,3,False
28,2014,"  Agrin (fermentado, acetico misto)",0,Outros,Derivados,Derivados Industriais,2,False
29,2014,  Aguardente de vinho 50°gl,0,Outros,Vinho,Produto Final,3,False
30,2014,  Alcool vinico,0,Outros,Destilado,Produto Final,3,False
31,2014,  Bagaceira (graspa),14472,Outros,Destilado,Produto Final,3,False
32,2014,  Base champenoise champanha,46476,Outros,Espumante,Base,2,False
33,2014,  Base charmat champanha,75067,Outros,Espumante,Base,2,False
34,2014,  Base espumante moscatel,37395,Outros,Espumante,Base,2,False
35,2014,  Bebida de uva,70999,Outros,Suco,Suco de Uva,3,False
36,2014,  Borra líquida,33381,Outros,Derivados,Derivados Industriais,2,False
37,2014,  Borra seca,106400,Outros,Derivados,Derivados Industriais,2,False
38,2014,  Brandy (conhaque),6625,Outros,Destilado,Produto Final,3,False
39,2014,  Cooler,4045218,Outros,Outros,Bebidas Mistas,3,False
40,2014,  Coquetel com vinho,736496,Outros,Outros,Bebidas Mistas,3,False
41,2014,  Destilado de vinho,150,Outros,Vinho,Produto Final,3,False
42,2014,  Filtrado doce,6267047,Outros,Derivados,Derivados Industriais,2,False
43,2014,  Jeropiga,64937,Outros,Mosto,Intermediario,2,False
44,2014,  Mistelas,948,Outros,Mosto,Intermediario,2,False
45,2014,  Mosto concentrado,0,Outros,Mosto,Intermediario,2,False
46,2014,  Mosto de uva,1818425,Outros,Mosto,Intermediario,2,False
47,2014,  Mosto sulfitado,0,Outros,Mosto,Intermediario,2,False
48,2014,  Nectar de uva,3488907,Outros,Suco,Suco de Uva,3,False
49,2014,  Outros produtos,639191,Outros,Outros,Outros Produtos,1,True
50,2014,  Polpa de uva,2358125,Outros,Suco,Suco de Uva,3,False
51,2014,  Preparado líquido para refresco,259320,Outros,Suco,Suco de Uva,3,False
52,2014,  Refrigerante +50% suco,0,Outros,Suco,Suco de Uva,3,False
53,2014,  Sangria,86279,Outros,Outros,Bebidas Mistas,3,False
54,2014,  Vinagre balsamico,124379,Outros,Derivados,Vinagre,3,False
55,2014,  Vinagre duplo,969702,Outros,Derivados,Vinagre,3,False
56,2014,  Vinagre simples,8180657,Outros,Derivados,Vinagre,3,False
57,2014,  Vinho acetificado,4465675,Outros,Derivados,Vinagre,3,False
58,2014,  Vinho base para espumantes,0,Outros,Vinho,Produto Final,3,False
59,2014,  Vinho composto,450121,Outros,Vinho,Produto Final,3,False
60,2014,  Vinho licoroso,616904,Outros,Vinho,Produto Final,3,False
61,2014,  Vinho leve,0,Outros,Vinho,Produto Final,3,False
62,2014,  Vinho gaseificado,0,Outros,Vinho,Produto Final,3,False
1,2015,VINHO DE MESA,209198468,,Vinho,Vinho de Mesa,1,True
2,2015,  Tinto,182028785,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
3,2015,  Rosado,1409002,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
4,2015,  Branco,25760681,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
5,2015,VINHO  FINO DE MESA,20141631,,Vinho,Vinifera,1,True
6,2015,  Tinto,15572632,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
7,2015,  Rosado,169185,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
8,2015,  Branco,4399814,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
9,2015,VINHO FRIZANTE,1836167,,Vinho,Produto Final,3,False
10,2015,VINHO ORGÂNICO,0,,Vinho,Organico,3,False
11,2015,VINHO ESPECIAL,593,,Vinho,Especial,1,True
12,2015,  Tinto,593,Vinho Especial,Vinho,Vinho de Mesa,3,False
13,2015,  Rosado,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
14,2015,  Branco,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
15,2015,ESPUMANTES ,18897144,,Espumante,Produto Final,3,False
16,2015,  Espumante  Moscatel,5010704,Espumantes,Espumante,Produto Final,3,False
17,2015,  Espumante,13886440,Espumantes,Espumante,Produto Final,3,False
18,2015,  Espumante Orgânico,0,Espumantes,Espumante,Produto Final,3,False
19,2015,SUCO DE UVAS,115288072,,Suco,Suco de Uva,1,True
20,2015,  Suco Natural Integral,0,Sucos,Suco,Suco de Uva,3,False
21,2015,  Suco Adoçado,0,Sucos,Suco,Suco de Uva,3,False
22,2015,  Suco Reprocessado/reconstituido,0,Sucos,Suco,Suco de Uva,3,False
23,2015,  Suco Orgânico,0,Sucos,Suco,Suco de Uva,3,False
24,2015,  Outros sucos de uvas,0,Sucos,Suco,Suco de Uva,3,False
25,2015,SUCO DE UVAS CONCENTRADO,34923477,,Suco,Suco de Uva,3,False
26,2015,OUTROS PRODUTOS COMERCIALIZADOS,31922948,,Outros,Outros Produtos,1,True
27,2015,  Outros vinhos (sem informação detalhada),0,Outros,Vinho,Produto Final,3,False
28,2015,"  Agrin (fermentado, acetico misto)",0,Outros,Derivados,Derivados Industriais,2,False
29,2015,  Aguardente de vinho 50°gl,5,Outros,Vinho,Produto Final,3,False
30,2015,  Alcool vinico,0,Outros,Destilado,Produto Final,3,False
31,2015,  Bagaceira (graspa),16268,Outros,Destilado,Produto Final,3,False
32,2015,  Base champenoise champanha,72774,Outros,Espumante,Base,2,False
33,2015,  Base charmat champanha,117404,Outros,Espumante,Base,2,False
34,2015,  Base espumante moscatel,77054,Outros,Espumante,Base,2,False
35,2015,  Bebida de uva,2801,Outros,Suco,Suco de Uva,3,False
36,2015,  Borra líquida,24091,Outros,Derivados,Derivados Industriais,2,False
37,2015,  Borra seca,128754,Outros,Derivados,Derivados Industriais,2,False
38,2015,  Brandy (conhaque),8118,Outros,Destilado,Produto Final,3,False
39,2015,  Cooler,3297202,Outros,Outros,Bebidas Mistas,3,False
40,2015,  Coquetel com vinho,611787,Outros,Outros,Bebidas Mistas,3,False
41,2015,  Destilado de vinho,0,Outros,Vinho,Produto Final,3,False
42,2015,  Filtrado doce,6001714,Outros,Derivados,Derivados Industriais,2,False
43,2015,  Jeropiga,58860,Outros,Mosto,Intermediario,2,False
44,2015,  Mistelas,1144,Outros,Mosto,Intermediario,2,False
45,2015,  Mosto concentrado,0,Outros,Mosto,Intermediario,2,False
46,2015,  Mosto de uva,335966,Outros,Mosto,Intermediario,2,False
47,2015,  Mosto sulfitado,0,Outros,Mosto,Intermediario,2,False
48,2015,  Nectar de uva,3959884,Outros,Suco,Suco de Uva,3,False
49,2015,  Outros produtos,660042,Outros,Outros,Outros Produtos,1,True
50,2015,  Polpa de uva,2500025,Outros,Suco,Suco de Uva,3,False
51,2015,  Preparado líquido para refresco,160245,Outros,Suco,Suco de Uva,3,False
52,2015,  Refrigerante +50% suco,0,Outros,Suco,Suco de Uva,3,False
53,2015,  Sangria,131599,Outros,Outros,Bebidas Mistas,3,False
54,2015,  Vinagre balsamico,120677,Outros,Derivados,Vinagre,3,False
55,2015,  Vinagre duplo,1164527,Outros,Derivados,Vinagre,3,False
56,2015,  Vinagre simples,8188031,Outros,Derivados,Vinagre,3,False
57,2015,  Vinho acetificado,3359266,Outros,Derivados,Vinagre,3,False
58,2015,  Vinho base para espumantes,0,Outros,Vinho,Produto Final,3,False
59,2015,  Vinho composto,413735,Outros,Vinho,Produto Final,3,False
60,2015,  Vinho licoroso,510975,Outros,Vinho,Produto Final,3,False
61,2015,  Vinho leve,0,Outros,Vinho,Produto Final,3,False
62,2015,  Vinho gaseificado,0,Outros,Vinho,Produto Final,3,False
1,2016,VINHO DE MESA,166769622,,Vinho,Vinho de Mesa,1,True
2,2016,  Tinto,146646365,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
3,2016,  Rosado,1391942,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
4,2016,  Branco,18731315,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
5,2016,VINHO  FINO DE MESA,19630158,,Vinho,Vinifera,1,True
6,2016,  Tinto,15228514,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
7,2016,  Rosado,172351,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
8,2016,  Branco,4229293,Vinho de Mesa,Vinho,Vinho de Mesa,3,False
9,2016,VINHO FRIZANTE,1727386,,Vinho,Produto Final,3,False
10,2016,VINHO ORGÂNICO,0,,Vinho,Organico,3,False
11,2016,VINHO ESPECIAL,331,,Vinho,Especial,1,True
12,2016,  Tinto,331,Vinho Especial,Vinho,Vinho de Mesa,3,False
13,2016,  Rosado,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
14,2016,  Branco,0,Vinho Especial,Vinho,Vinho de Mesa,3,False
15,2016,ESPUMANTES ,16945710,,Espumante,Produto Final,3,False
16,2016,  Espumante  Moscatel,4507467,Espumantes,Espumante,Produto Final,3,False
17,2016,  Espumante,12438243,Espumantes,Espumante,Produto Final,3,False
18,2016,  Espumante Orgânico,0,Espumantes,Espumante,Produto Final,3,False
19,2016,SUCO DE UVAS,92290851,,Suco,Suco de Uva,1,True
20,2016,  Suco Natural Integral,0,Sucos,Suco,Suco de Uva,3,False
21,2016,  Suco Adoçado,0,Sucos,Suco,Suco de Uva,3,False
22,2016,  Suco Reprocessado/reconstituido,0,Sucos,Suco,Suco de Uva,3,False
23,2016,  Suco Orgânico,0,Sucos,Suco,Suco de Uva,3,False
24,2016,  Outros sucos de uvas,0,Sucos,Suco,Suco de Uva,3,False
25,2016,SUCO DE UVAS CONCENTRADO,28859784,,Suco,Suco de Uva,3,False
26,2016,OUTROS PRODUTOS COMERCIALIZADOS,27120309,,Outros,Outros Produtos,1,True
27,2016,  Outros vinhos (sem informação detalhada),0,Outros,Vinho,Produto Final,3,False
28,2016,"  Agrin (fermentado, acetico misto)",0,Outros,Derivados,Derivados Industriais,2,False
29,2016,  Aguardente de vinho 50°gl,0,Outros,Vinho,Produto Final,3,False
30,2016,  Alcool vinico,6315,Outros,Destilado,Produto Final,3,False
31,2016,  Bagaceira (graspa),9301,Outros,Destilado,Produto Final,3,False
32,2016,  Base champenoise champanha,74805,Outros,Espumante,Base,2,False
33,2016,  Base charmat champanha,122356,Outros,Espumante,Base,2,False
34,2016,  Base espumante moscatel,131739,Outros,Espumante,Base,2,False
35,2016,  Bebida de uva,1483,Outros,Suco,Suco de Uva,3,False
36,2016,  Borra líquida,15000,Outros,Derivados,Derivados Industriais,2,False
37,2016,  Borra seca,57292,Outros,Derivados,Derivados Industriais,2,False
38,2016,  Brandy (conhaque),8253,Outros,Destilado,Produto Final,3,False
39,2016,  Cooler,2450732,Outros,Outros,Bebidas Mistas,3,False
40,2016,  Coquetel com vinho,506532,Outros,Outros,Bebidas Mistas,3,False
41,2016,  Destilado de vinho,6700,Outros,Vinho,Produto Final,3,False
42,2016,  Filtrado doce,4225414,Outros,Derivados,Derivados Industriais,2,False
43,2016,  Jeropiga,14429,Outros,Mosto,Intermediario,2,False
44,2016,  Mistelas,835,Outros,Mosto,Intermediario,2,False
45,2016,  Mosto concentrado,0,Outros,Mosto,Intermediario,2,False
46,2016,  Mosto de uva,9458,Outros,Mosto,Intermediario,2,False
47,2016,  Mosto sulfitado,0,Outros,Mosto,Intermediario,2,False
48,2016,  Nectar de uva,3288046,Outros,Suco,Suco de Uva,3,False
49,2016,  Outros produtos,763041,Outros,Outros,Outros Produtos,1,True
50,2016,  Polpa de uva,1924093,Outros,Suco,Suco de Uva,3,False
51,2016,  Preparado líquido para refresco,33684,Outros,Suco,Suco de Uva,3,False
52,2016,  Refrigerante +50% suco,0,Outros,Suco,Suco de Uva,3,False
53,2016,  Sangria,77070,Outros,Outros,Bebidas Mistas,3,False
54,2016,  Vinagre balsamico,101991,Outros,Derivados,Vinagre,3,False
55,2016,  Vinagre duplo,1083539,Outros,Derivados,Vinagre,3,False
