id,ano,produto,volume,linha,categoria_produto,subcategoria_produto,nivel_produto,eh_agregado
29,2011,  Aguardente de vinho 50°gl,0,Outros,Vinho,Produto Final,3,False
30,2011,  Alcool vinico,0,Outros,Destilado,Produto Final,3,False
31,2011,  Bagaceira (graspa),18111,Outros,Destilado,Produto Final,3,False
32,2011,  Base champenoise champanha,41134,Outros,Espumante,Base,2,False
33,2011,  Base charmat champanha,66220,Outros,Espumante,Base,2,False
34,2011,  Base espumante moscatel,22162,Outros,Espumante,Base,2,False
35,2011,  Bebida de uva,532821,Outros,Suco,Suco de Uva,3,False
36,2011,  Borra líquida,22016,Outros,Derivados,Derivados Industriais,2,False
37,2011,  Borra seca,73006,Outros,Derivados,Derivados Industriais,2,False
38,2011,  Brandy (conhaque),5640,Outros,Destilado,Produto Final,3,False
39,2011,  Cooler,4684087,Outros,Outros,Bebidas Mistas,3,False
40,2011,  Coquetel com vinho,805235,Outros,Outros,Bebidas Mistas,3,False
41,2011,  Destilado de vinho,90364,Outros,Vinho,Produto Final,3,False
42,2011,  Filtrado doce,7001836,Outros,Derivados,Derivados Industriais,2,False
43,2011,  Jeropiga,57887,Outros,Mosto,Intermediario,2,False
44,2011,  Mistelas,983,Outros,Mosto,Intermediario,2,False
45,2011,  Mosto concentrado,0,Outros,Mosto,Intermediario,2,False
46,2011,  Mosto de uva,291399,Outros,Mosto,Intermediario,2,False
47,2011,  Mosto sulfitado,0,Outros,Mosto,Intermediario,2,False
48,2011,  Nectar de uva,5703340,Outros,Suco,Suco de Uva,3,False
49,2011,  Outros produtos,385029,Outros,Outros,Outros Produtos,1,True
50,2011,  Polpa de uva,1875782,Outros,Suco,Suco de Uva,3,False
51,2011,  Preparado líquido para refresco,367193,Outros,Suco,Suco de Uva,3,False
52,2011,  Refrigerante +50% suco,0,Outros,Suco,Suco de Uva,3,False
53,2011,  Sangria,158868,Outros,Outros,Bebidas Mistas,3,False
54,2011,  Vinagre balsamico,78540,Outros,Derivados,Vinagre,3,False
55,2011,  Vinagre duplo,875720,Outros,Derivados,Vinagre,3,False
56,2011,  Vinagre simples,3386303,Outros,Derivados,Vinagre,3,False
